,SCIAN,MUN,genero,ocupacion,edad_num,edad_cat,sector,escolaridad,informal,municipio
5273,5,9,H,trabajador,56,"[50, 60)",Industria manufacturera,Licenciatura,0,cadereyta
5274,5,9,H,trabajador,27,"[25, 50)",Industria manufacturera,Licenciatura,0,cadereyta
5275,5,9,H,trabajador,48,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5276,5,9,F,trabajador,44,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5277,16,9,H,trabajador,47,"[25, 50)",Servicios,Primaria o Secundaria,0,cadereyta
5278,16,9,F,trabajador,46,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,cadereyta
5279,15,9,H,trabajador,54,"[50, 60)",Servicios,Licenciatura,0,cadereyta
5280,15,9,F,trabajador,64,"[60, 65)",Servicios,Licenciatura,0,cadereyta
5281,5,9,H,trabajador,36,"[25, 50)",Industria manufacturera,Licenciatura,0,cadereyta
5282,15,9,F,trabajador,33,"[25, 50)",Servicios,Licenciatura,1,cadereyta
5283,5,9,H,trabajador,45,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5284,5,9,H,trabajador,41,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5285,5,9,H,trabajador,46,"[25, 50)",Industria manufacturera,Licenciatura,0,cadereyta
5286,15,9,F,trabajador,40,"[25, 50)",Servicios,Licenciatura,1,cadereyta
5287,5,9,H,trabajador,50,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,cadereyta
5288,5,9,F,trabajador,47,"[25, 50)",Industria manufacturera,Licenciatura,0,cadereyta
5289,4,9,H,independiente,53,"[50, 60)",Construcción,Primaria o Secundaria,1,cadereyta
5290,5,9,F,trabajador,32,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5291,5,9,H,trabajador,51,"[50, 60)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5292,5,9,H,trabajador,48,"[25, 50)",Industria manufacturera,Licenciatura,0,cadereyta
5293,5,9,F,trabajador,43,"[25, 50)",Industria manufacturera,Licenciatura,0,cadereyta
5294,18,31,F,trabajador,31,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
5295,7,31,F,trabajador,28,"[25, 50)",Comercio,Primaria o Secundaria,1,juarez
5296,7,31,H,trabajador,30,"[25, 50)",Comercio,Primaria o Secundaria,1,juarez
5297,5,31,H,trabajador,36,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,juarez
5298,5,31,F,trabajador,35,"[25, 50)",Industria manufacturera,Primaria o Secundaria,1,juarez
5299,17,31,H,trabajador,58,"[50, 60)",Servicios,Primaria o Secundaria,0,juarez
5300,18,31,H,trabajador,32,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
5301,4,31,H,trabajador,42,"[25, 50)",Construcción,Primaria o Secundaria,1,juarez
5302,20,31,H,trabajador,55,"[50, 60)",Gobierno,Carrera técnica o preparatoria,0,juarez
5303,7,31,F,independiente,53,"[50, 60)",Comercio,Carrera técnica o preparatoria,1,juarez
5304,5,31,H,trabajador,18,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,1,juarez
5305,7,31,H,independiente,45,"[25, 50)",Comercio,Primaria o Secundaria,1,juarez
5306,6,31,H,trabajador,39,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,juarez
5307,19,31,F,trabajador,31,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,juarez
5308,19,31,H,independiente,47,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
5309,18,31,F,trabajador,44,"[25, 50)",Servicios,Primaria o Secundaria,0,juarez
5310,4,31,H,trabajador,43,"[25, 50)",Construcción,Primaria o Secundaria,1,juarez
5311,4,31,H,trabajador,17,"[15, 18)",Construcción,Primaria o Secundaria,1,juarez
5312,4,31,H,trabajador,27,"[25, 50)",Construcción,Primaria o Secundaria,1,juarez
5313,7,31,F,trabajador,24,"[18, 25)",Comercio,Primaria o Secundaria,1,juarez
5314,7,31,F,trabajador,50,"[50, 60)",Comercio,Primaria o Secundaria,1,juarez
5315,7,31,F,trabajador,24,"[18, 25)",Comercio,Primaria o Secundaria,1,juarez
5316,7,31,H,trabajador,16,"[15, 18)",Comercio,Primaria o Secundaria,1,juarez
5317,8,31,H,independiente,43,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,1,juarez
5318,7,31,F,independiente,51,"[50, 60)",Comercio,Primaria o Secundaria,1,juarez
5319,4,31,H,trabajador,55,"[50, 60)",Construcción,Sin Instrucción,1,juarez
5320,19,31,F,trabajador,49,"[25, 50)",Servicios,Primaria o Secundaria,1,juarez
5321,5,9,H,trabajador,66,"[65, 131)",Industria manufacturera,Primaria o Secundaria,0,cadereyta
5322,19,9,F,trabajador,15,"[15, 18)",Servicios,Primaria o Secundaria,1,cadereyta
5323,7,9,H,trabajador,23,"[18, 25)",Comercio,Primaria o Secundaria,0,cadereyta
5324,7,9,H,trabajador,16,"[15, 18)",Comercio,Primaria o Secundaria,1,cadereyta
5325,5,9,F,trabajador,38,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,cadereyta
5326,5,9,H,trabajador,40,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,cadereyta
5327,8,9,F,independiente,36,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,1,cadereyta
5328,19,9,H,trabajador,16,"[15, 18)",Servicios,Primaria o Secundaria,1,cadereyta
5329,8,9,F,independiente,27,"[25, 50)",Transporte y comunicaciones,Licenciatura,1,cadereyta
5330,19,9,F,independiente,39,"[25, 50)",Servicios,Primaria o Secundaria,1,cadereyta
5331,7,9,H,trabajador,17,"[15, 18)",Comercio,Primaria o Secundaria,1,cadereyta
5332,7,9,H,trabajador,32,"[25, 50)",Comercio,Licenciatura,0,cadereyta
5333,7,9,F,trabajador,18,"[18, 25)",Comercio,Carrera técnica o preparatoria,0,cadereyta
5334,8,9,H,trabajador,45,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,cadereyta
5335,19,9,H,trabajador,34,"[25, 50)",Servicios,Primaria o Secundaria,0,cadereyta
5336,7,9,F,independiente,27,"[25, 50)",Comercio,Primaria o Secundaria,1,cadereyta
5337,4,9,H,independiente,38,"[25, 50)",Construcción,Primaria o Secundaria,1,cadereyta
5338,5,9,F,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,cadereyta
5339,5,9,H,trabajador,42,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,cadereyta
5340,19,9,H,trabajador,18,"[18, 25)",Servicios,Primaria o Secundaria,1,cadereyta
5341,4,9,H,trabajador,24,"[18, 25)",Construcción,Carrera técnica o preparatoria,1,cadereyta
5342,18,9,F,trabajador,48,"[25, 50)",Servicios,Primaria o Secundaria,1,cadereyta
5343,4,11,H,trabajador,69,"[65, 131)",Construcción,Sin Instrucción,1,otro
5344,19,11,F,trabajador,18,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,otro
5345,19,11,H,independiente,64,"[60, 65)",Servicios,Primaria o Secundaria,1,otro
5346,7,11,F,trabajador,31,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,otro
5347,7,11,H,trabajador,14,"[12, 15)",Comercio,Primaria o Secundaria,1,otro
5348,18,11,H,trabajador,62,"[60, 65)",Servicios,Primaria o Secundaria,1,otro
5349,18,11,F,otro,61,"[60, 65)",Servicios,Primaria o Secundaria,1,otro
5350,18,11,F,otro,29,"[25, 50)",Servicios,Carrera técnica o preparatoria,1,otro
5351,18,11,H,trabajador,29,"[25, 50)",Servicios,Primaria o Secundaria,0,otro
5352,5,11,H,trabajador,24,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,otro
5353,5,11,H,trabajador,27,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,otro
5354,8,11,H,trabajador,31,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,otro
5355,19,11,F,independiente,28,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5356,8,11,H,trabajador,29,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,otro
5357,5,11,H,trabajador,42,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,otro
5358,8,11,H,trabajador,39,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,otro
5359,5,11,H,independiente,28,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,1,otro
5360,15,11,F,trabajador,36,"[25, 50)",Servicios,Licenciatura,0,otro
5361,5,11,H,trabajador,47,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,otro
5362,20,11,H,trabajador,24,"[18, 25)",Gobierno,Licenciatura,1,otro
5363,17,11,H,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5364,4,25,H,trabajador,39,"[25, 50)",Construcción,Licenciatura,0,zuazua
5365,5,25,H,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5366,5,25,F,trabajador,28,"[25, 50)",Industria manufacturera,Licenciatura,0,zuazua
5367,5,25,H,trabajador,19,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5368,5,25,H,trabajador,37,"[25, 50)",Industria manufacturera,Licenciatura,0,zuazua
5369,5,25,F,trabajador,28,"[25, 50)",Industria manufacturera,Licenciatura,0,zuazua
5370,14,25,H,trabajador,32,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,zuazua
5371,5,25,F,trabajador,35,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5372,5,25,H,trabajador,49,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5373,6,25,F,trabajador,50,"[50, 60)",Comercio,Carrera técnica o preparatoria,0,zuazua
5374,5,25,H,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5375,16,25,H,trabajador,38,"[25, 50)",Servicios,Primaria o Secundaria,0,zuazua
5376,16,25,F,trabajador,41,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,zuazua
5377,5,25,F,trabajador,35,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5378,5,25,H,trabajador,37,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5379,5,25,H,trabajador,21,"[18, 25)",Industria manufacturera,Primaria o Secundaria,1,zuazua
5380,5,25,H,trabajador,51,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5381,8,25,H,trabajador,38,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,zuazua
5382,19,25,F,trabajador,43,"[25, 50)",Servicios,Primaria o Secundaria,1,zuazua
5383,5,25,H,trabajador,45,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5384,8,25,F,trabajador,46,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,zuazua
5385,18,25,H,trabajador,24,"[18, 25)",Servicios,Carrera técnica o preparatoria,1,zuazua
5386,4,25,H,trabajador,31,"[25, 50)",Construcción,Primaria o Secundaria,1,zuazua
5387,5,25,H,trabajador,36,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5388,5,25,F,trabajador,38,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5389,5,25,H,trabajador,34,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5390,20,25,F,trabajador,26,"[25, 50)",Gobierno,Licenciatura,0,zuazua
5391,8,25,H,trabajador,47,"[25, 50)",Transporte y comunicaciones,Primaria o Secundaria,0,zuazua
5392,5,25,F,trabajador,19,"[18, 25)",Industria manufacturera,Licenciatura,0,zuazua
5393,5,25,F,trabajador,20,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5394,5,25,H,trabajador,34,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5395,8,25,H,trabajador,52,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,0,zuazua
5396,5,25,F,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5397,4,25,H,trabajador,34,"[25, 50)",Construcción,Primaria o Secundaria,0,zuazua
5398,18,25,F,trabajador,52,"[50, 60)",Servicios,Primaria o Secundaria,0,zuazua
5399,5,25,H,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5400,7,25,H,trabajador,17,"[15, 18)",Comercio,Primaria o Secundaria,0,zuazua
5401,5,25,H,trabajador,53,"[50, 60)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5402,5,25,F,trabajador,41,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5403,5,25,H,trabajador,19,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5404,5,25,F,trabajador,47,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5405,4,25,H,independiente,40,"[25, 50)",Construcción,Primaria o Secundaria,1,zuazua
5406,5,25,F,trabajador,41,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5407,5,25,F,trabajador,19,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5408,5,25,H,trabajador,18,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5409,5,25,H,trabajador,37,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5410,5,25,F,trabajador,32,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,zuazua
5411,19,25,F,trabajador,41,"[25, 50)",Servicios,Primaria o Secundaria,0,zuazua
5412,15,25,F,trabajador,19,"[18, 25)",Servicios,Carrera técnica o preparatoria,0,zuazua
5413,18,25,F,independiente,69,"[65, 131)",Servicios,Primaria o Secundaria,1,zuazua
5414,5,25,H,trabajador,41,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5415,5,25,F,trabajador,28,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5416,14,25,H,trabajador,21,"[18, 25)",Servicios,Licenciatura,0,zuazua
5417,5,25,H,trabajador,25,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5418,5,25,H,trabajador,27,"[25, 50)",Industria manufacturera,Licenciatura,0,zuazua
5419,5,25,F,trabajador,22,"[18, 25)",Industria manufacturera,Carrera técnica o preparatoria,0,zuazua
5420,5,25,H,trabajador,30,"[25, 50)",Industria manufacturera,Licenciatura,0,zuazua
5421,7,9,F,trabajador,32,"[25, 50)",Comercio,Carrera técnica o preparatoria,1,cadereyta
5422,18,9,H,trabajador,61,"[60, 65)",Servicios,Primaria o Secundaria,0,cadereyta
5423,18,9,H,trabajador,17,"[15, 18)",Servicios,Carrera técnica o preparatoria,1,cadereyta
5424,19,9,H,trabajador,27,"[25, 50)",Servicios,Primaria o Secundaria,1,cadereyta
5425,1,9,H,independiente,60,"[60, 65)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5426,19,9,H,trabajador,60,"[60, 65)",Servicios,Primaria o Secundaria,1,cadereyta
5427,4,9,H,trabajador,33,"[25, 50)",Construcción,Primaria o Secundaria,1,cadereyta
5428,4,9,H,trabajador,32,"[25, 50)",Construcción,Primaria o Secundaria,1,cadereyta
5429,5,9,F,independiente,48,"[25, 50)",Industria manufacturera,Primaria o Secundaria,1,cadereyta
5430,19,9,H,trabajador,62,"[60, 65)",Servicios,Primaria o Secundaria,0,cadereyta
5431,4,9,H,independiente,21,"[18, 25)",Construcción,Primaria o Secundaria,1,cadereyta
5432,4,9,H,trabajador,20,"[18, 25)",Construcción,Primaria o Secundaria,1,cadereyta
5433,1,9,H,trabajador,62,"[60, 65)",Agricultura y ganadería,Primaria o Secundaria,0,cadereyta
5434,1,9,H,trabajador,24,"[18, 25)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5435,1,9,H,independiente,58,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5436,4,9,H,trabajador,37,"[25, 50)",Construcción,Primaria o Secundaria,1,cadereyta
5437,7,9,H,trabajador,41,"[25, 50)",Comercio,Primaria o Secundaria,0,cadereyta
5438,1,9,H,trabajador,34,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5439,1,9,F,trabajador,24,"[18, 25)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5440,1,9,H,trabajador,18,"[18, 25)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5441,7,9,F,independiente,51,"[50, 60)",Comercio,Primaria o Secundaria,1,cadereyta
5442,7,9,H,trabajador,24,"[18, 25)",Comercio,Primaria o Secundaria,0,cadereyta
5443,19,9,H,trabajador,33,"[25, 50)",Servicios,Primaria o Secundaria,0,cadereyta
5444,1,9,H,trabajador,32,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,cadereyta
5445,15,22,H,trabajador,35,"[25, 50)",Servicios,Licenciatura,0,otro
5446,20,22,F,trabajador,31,"[25, 50)",Gobierno,Licenciatura,0,otro
5447,15,22,H,trabajador,46,"[25, 50)",Servicios,Licenciatura,0,otro
5448,15,22,F,trabajador,21,"[18, 25)",Servicios,Licenciatura,1,otro
5449,15,22,H,trabajador,52,"[50, 60)",Servicios,Licenciatura,0,otro
5450,7,22,H,trabajador,32,"[25, 50)",Comercio,Primaria o Secundaria,0,otro
5451,15,22,F,trabajador,31,"[25, 50)",Servicios,Licenciatura,0,otro
5452,1,22,H,trabajador,52,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,0,otro
5453,7,22,F,trabajador,24,"[18, 25)",Comercio,Primaria o Secundaria,0,otro
5454,5,22,F,trabajador,36,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,otro
5455,5,22,H,trabajador,37,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,otro
5456,1,22,H,otro,14,"[12, 15)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5457,4,22,H,trabajador,50,"[50, 60)",Construcción,Primaria o Secundaria,1,otro
5458,15,22,F,trabajador,44,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5459,7,22,F,trabajador,29,"[25, 50)",Comercio,Primaria o Secundaria,1,otro
5460,1,22,H,trabajador,22,"[18, 25)",Agricultura y ganadería,Sin Instrucción,0,otro
5461,1,22,H,independiente,55,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5462,6,22,H,trabajador,40,"[25, 50)",Comercio,Carrera técnica o preparatoria,0,otro
5463,1,22,H,trabajador,60,"[60, 65)",Agricultura y ganadería,Primaria o Secundaria,0,otro
5464,1,22,H,trabajador,23,"[18, 25)",Agricultura y ganadería,Primaria o Secundaria,0,otro
5465,5,22,H,trabajador,29,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,otro
5466,1,22,H,trabajador,48,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5467,19,22,F,trabajador,48,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5468,6,22,H,trabajador,50,"[50, 60)",Comercio,Primaria o Secundaria,1,otro
5469,5,22,F,trabajador,45,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,otro
5470,5,22,H,trabajador,20,"[18, 25)",Industria manufacturera,Primaria o Secundaria,0,otro
5471,7,22,F,trabajador,17,"[15, 18)",Comercio,Primaria o Secundaria,1,otro
5472,7,22,H,independiente,77,"[65, 131)",Comercio,Primaria o Secundaria,1,otro
5473,7,22,F,independiente,75,"[65, 131)",Comercio,Primaria o Secundaria,1,otro
5474,1,17,H,trabajador,22,"[18, 25)",Agricultura y ganadería,Sin Instrucción,1,otro
5475,1,17,H,trabajador,15,"[15, 18)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5476,1,17,H,trabajador,37,"[25, 50)",Agricultura y ganadería,Sin Instrucción,0,otro
5477,1,17,H,trabajador,18,"[18, 25)",Agricultura y ganadería,Carrera técnica o preparatoria,1,otro
5478,1,17,H,independiente,61,"[60, 65)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5479,1,17,H,independiente,56,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5480,1,17,H,trabajador,49,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5481,1,17,H,trabajador,17,"[15, 18)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5482,1,17,H,trabajador,13,"[12, 15)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5483,1,17,H,trabajador,17,"[15, 18)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5484,1,17,H,trabajador,53,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5485,1,17,H,trabajador,25,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5486,1,17,H,trabajador,18,"[18, 25)",Agricultura y ganadería,Primaria o Secundaria,0,otro
5487,1,17,H,trabajador,34,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,0,otro
5488,1,17,H,trabajador,42,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5489,1,17,F,trabajador,21,"[18, 25)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5490,1,17,H,trabajador,16,"[15, 18)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5491,1,17,H,trabajador,49,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5492,14,17,H,trabajador,48,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5493,1,17,H,independiente,74,"[65, 131)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5494,1,17,H,trabajador,66,"[65, 131)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5495,5,17,H,trabajador,32,"[25, 50)",Industria manufacturera,Sin Instrucción,0,otro
5496,1,17,H,trabajador,78,"[65, 131)",Agricultura y ganadería,Sin Instrucción,1,otro
5497,1,17,H,trabajador,53,"[50, 60)",Agricultura y ganadería,Sin Instrucción,1,otro
5498,5,17,H,trabajador,60,"[60, 65)",Industria manufacturera,Primaria o Secundaria,0,otro
5499,1,17,F,trabajador,57,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5500,5,17,F,trabajador,28,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,otro
5501,1,17,H,independiente,53,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5502,7,17,F,trabajador,47,"[25, 50)",Comercio,Primaria o Secundaria,1,otro
5503,1,17,H,trabajador,69,"[65, 131)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5504,1,17,H,independiente,46,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5505,1,17,H,trabajador,44,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5506,19,17,F,trabajador,65,"[65, 131)",Servicios,Primaria o Secundaria,1,otro
5507,19,17,F,trabajador,27,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5508,5,45,H,trabajador,47,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,salinas
5509,19,45,F,trabajador,45,"[25, 50)",Servicios,Primaria o Secundaria,1,salinas
5510,4,45,H,trabajador,48,"[25, 50)",Construcción,Primaria o Secundaria,1,salinas
5511,6,45,F,trabajador,44,"[25, 50)",Comercio,Primaria o Secundaria,1,salinas
5512,19,45,H,trabajador,18,"[18, 25)",Servicios,Primaria o Secundaria,1,salinas
5513,8,45,H,independiente,51,"[50, 60)",Transporte y comunicaciones,Primaria o Secundaria,1,salinas
5514,4,45,H,trabajador,42,"[25, 50)",Construcción,Carrera técnica o preparatoria,1,salinas
5515,18,45,F,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,0,salinas
5516,18,45,F,independiente,44,"[25, 50)",Servicios,Primaria o Secundaria,1,salinas
5517,19,45,H,trabajador,23,"[18, 25)",Servicios,Primaria o Secundaria,1,salinas
5518,5,45,H,trabajador,32,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,salinas
5519,20,45,H,trabajador,41,"[25, 50)",Gobierno,Licenciatura,0,salinas
5520,5,45,F,trabajador,26,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,salinas
5521,5,45,H,trabajador,33,"[25, 50)",Industria manufacturera,Primaria o Secundaria,0,salinas
5522,14,45,H,trabajador,40,"[25, 50)",Servicios,Primaria o Secundaria,0,salinas
5523,18,45,H,trabajador,37,"[25, 50)",Servicios,Carrera técnica o preparatoria,0,salinas
5524,4,45,H,trabajador,32,"[25, 50)",Construcción,Primaria o Secundaria,0,salinas
5525,4,45,H,trabajador,25,"[25, 50)",Construcción,Primaria o Secundaria,0,salinas
5526,4,45,H,trabajador,21,"[18, 25)",Construcción,Carrera técnica o preparatoria,0,salinas
5527,4,45,H,trabajador,26,"[25, 50)",Construcción,Carrera técnica o preparatoria,0,salinas
5528,4,45,H,trabajador,29,"[25, 50)",Construcción,Carrera técnica o preparatoria,0,salinas
5529,4,45,H,trabajador,41,"[25, 50)",Construcción,Primaria o Secundaria,0,salinas
5530,8,45,H,trabajador,49,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,salinas
5531,8,45,H,trabajador,45,"[25, 50)",Transporte y comunicaciones,Carrera técnica o preparatoria,0,salinas
5532,14,45,F,trabajador,46,"[25, 50)",Servicios,Primaria o Secundaria,0,salinas
5533,5,45,H,trabajador,47,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,salinas
5534,4,45,F,trabajador,47,"[25, 50)",Construcción,Primaria o Secundaria,0,salinas
5535,14,45,H,trabajador,21,"[18, 25)",Servicios,Primaria o Secundaria,0,salinas
5536,5,45,H,trabajador,25,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,salinas
5537,20,45,H,trabajador,34,"[25, 50)",Gobierno,Carrera técnica o preparatoria,0,salinas
5538,5,45,H,trabajador,33,"[25, 50)",Industria manufacturera,Carrera técnica o preparatoria,0,salinas
5539,1,7,H,trabajador,36,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5540,1,7,H,independiente,33,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5541,1,7,H,independiente,75,"[65, 131)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5542,19,7,F,trabajador,74,"[65, 131)",Servicios,Sin Instrucción,1,otro
5543,1,7,H,independiente,44,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5544,1,7,H,independiente,77,"[65, 131)",Agricultura y ganadería,Sin Instrucción,1,otro
5545,19,7,H,trabajador,39,"[25, 50)",Servicios,Primaria o Secundaria,1,otro
5546,19,7,F,independiente,64,"[60, 65)",Servicios,Primaria o Secundaria,1,otro
5547,1,7,H,independiente,60,"[60, 65)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5548,1,7,H,trabajador,52,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,0,otro
5549,1,7,H,independiente,74,"[65, 131)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5550,1,7,H,independiente,66,"[65, 131)",Agricultura y ganadería,Sin Instrucción,1,otro
5551,4,7,H,trabajador,31,"[25, 50)",Construcción,Primaria o Secundaria,1,otro
5552,1,7,F,trabajador,26,"[25, 50)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5553,1,7,H,independiente,74,"[65, 131)",Agricultura y ganadería,Sin Instrucción,1,otro
5554,1,7,H,independiente,51,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
5555,20,7,F,trabajador,50,"[50, 60)",Gobierno,Primaria o Secundaria,1,otro
5556,20,7,H,trabajador,28,"[25, 50)",Gobierno,Primaria o Secundaria,1,otro
5557,1,7,H,independiente,56,"[50, 60)",Agricultura y ganadería,Primaria o Secundaria,1,otro
